campaign_id,date,platform,ad_type,target_audience,ad_spend,impressions,clicks,conversions,revenue,cpm,ctr,cvr,cpc,cpa,roas,hour,time_period
CMP_20240116_011,2024-01-16,Xigua,Video Ad,26-35 Female,33779.44,2229546,97283,17236,7735102.42,15.15,0.0436,0.1772,0.35,1.96,228.99,11,morning
CMP_20240116_012,2024-01-16,Xigua,Search Ad,18-25 Male,32501.01,2193416,51280,2450,384045.95,14.82,0.0234,0.0478,0.63,13.27,11.82,1,late night
CMP_20240116_013,2024-01-16,Douyin,Brand Ad,26-35 Male,28465.68,823989,24991,1832,566233.05,34.55,0.0303,0.0733,1.14,15.54,19.89,14,afternoon
CMP_20240116_014,2024-01-16,Toutiao,In-feed Ad,26-35 Male,27664.22,1894394,59866,8006,2778907.18,14.6,0.0316,0.1337,0.46,3.46,100.45,9,morning
CMP_20240116_015,2024-01-16,Douyin,Video Ad,55+ User,29839.56,959623,19241,1823,426676.38,31.1,0.0201,0.0948,1.55,16.37,14.3,15,afternoon
CMP_20240116_016,2024-01-16,Xigua,Search Ad,26-35 Male,4904.26,249020,6417,426,118428.02,19.69,0.0258,0.0665,0.76,11.51,24.15,1,late night
CMP_20240116_017,2024-01-16,Xigua,In-feed Ad,55+ User,19894.33,1009618,16390,927,191449.72,19.7,0.0162,0.0566,1.21,21.46,9.62,6,morning
CMP_20240116_018,2024-01-16,Xigua,Splash Ad,36-45 Female,23283.23,835150,16573,1752,711769.39,27.88,0.0198,0.1057,1.4,13.29,30.57,0,late night
CMP_20240116_019,2024-01-16,Toutiao,Splash Ad,36-45 Male,39051.77,3139132,64184,6002,2287118.38,12.44,0.0204,0.0935,0.61,6.51,58.57,21,evening
CMP_20240116_020,2024-01-16,Toutiao,Search Ad,18-25 Male,38166.99,1791376,41902,2569,767376.99,21.31,0.0234,0.0613,0.91,14.86,20.11,18,evening
CMP_20240116_021,2024-01-16,Douyin,Video Ad,46-55 User,45234.24,1333197,37792,2877,1185754.78,33.93,0.0283,0.0761,1.2,15.72,26.21,14,afternoon
CMP_20240117_001,2024-01-17,Douyin,Search Ad,55+ User,13376.12,618368,12358,814,149769.19,21.63,0.02,0.0659,1.08,16.43,11.2,14,afternoon
CMP_20240117_002,2024-01-17,Xigua,Search Ad,18-25 Male,16691.77,668364,20015,1214,376041.17,24.97,0.0299,0.0607,0.83,13.75,22.53,9,morning
CMP_20240117_003,2024-01-17,Xigua,Splash Ad,18-25 Male,18362.1,1442829,34891,2964,684000.62,12.73,0.0242,0.085,0.53,6.2,37.25,8,morning
CMP_20240117_004,2024-01-17,Douyin,Search Ad,18-25 Male,7759.89,348860,11399,673,97563.77,22.24,0.0327,0.0591,0.68,11.53,12.57,19,evening
CMP_20240117_005,2024-01-17,Xigua,Brand Ad,36-45 Female,26609.69,968698,17918,1991,1052956.88,27.47,0.0185,0.1112,1.49,13.36,39.57,22,evening
CMP_20240117_006,2024-01-17,Toutiao,Splash Ad,36-45 Female,15035.92,642507,13682,971,424518.66,23.4,0.0213,0.071,1.1,15.48,28.23,21,evening
CMP_20240117_007,2024-01-17,Xigua,Search Ad,36-45 Female,22309.77,988197,17080,1775,800235.21,22.58,0.0173,0.104,1.31,12.57,35.87,8,morning
CMP_20240117_008,2024-01-17,Douyin,Brand Ad,55+ User,6909.0,340235,6195,435,180417.91,20.31,0.0182,0.0702,1.12,15.88,26.11,5,late night
CMP_20240117_009,2024-01-17,Douyin,In-feed Ad,46-55 User,27900.08,1246339,25587,3673,1490666.5,22.39,0.0205,0.1436,1.09,7.6,53.43,5,late night
CMP_20240117_010,2024-01-17,Douyin,Splash Ad,46-55 User,43271.22,1976569,28098,1643,344846.76,21.89,0.0142,0.0585,1.54,26.34,7.97,19,evening
CMP_20240117_011,2024-01-17,Douyin,Brand Ad,18-25 Male,36552.64,1237347,38042,3473,743265.1,29.54,0.0307,0.0913,0.96,10.52,20.33,14,afternoon
CMP_20240117_012,2024-01-17,Toutiao,In-feed Ad,26-35 Male,31940.34,2283062,78687,9678,4434183.92,13.99,0.0345,0.123,0.41,3.3,138.83,23,evening
CMP_20240117_013,2024-01-17,Xigua,Search Ad,26-35 Male,25891.99,1260033,30989,2559,738773.41,20.55,0.0246,0.0826,0.84,10.12,28.53,7,morning
CMP_20240117_014,2024-01-17,Douyin,Brand Ad,26-35 Male,22844.92,1295481,40831,2983,714983.01,17.63,0.0315,0.0731,0.56,7.66,31.3,23,evening
CMP_20240117_015,2024-01-17,Toutiao,Brand Ad,18-25 Male,32477.21,2028876,51125,3119,1213627.09,16.01,0.0252,0.061,0.64,10.41,37.37,17,afternoon
CMP_20240117_016,2024-01-17,Douyin,In-feed Ad,26-35 Female,17943.47,848971,23072,3688,991401.26,21.14,0.0272,0.1599,0.78,4.87,55.25,13,afternoon
CMP_20240118_001,2024-01-18,Toutiao,Brand Ad,18-25 Male,13573.06,717230,18490,972,164465.89,18.92,0.0258,0.0526,0.73,13.96,12.12,3,late night
CMP_20240118_002,2024-01-18,Douyin,Search Ad,26-35 Female,35216.56,1273855,32353,3057,1045157.05,27.65,0.0254,0.0945,1.09,11.52,29.68,23,evening
CMP_20240118_003,2024-01-18,Toutiao,Splash Ad,18-25 Male,39273.64,3002562,72600,3430,1243618.31,13.08,0.0242,0.0472,0.54,11.45,31.67,8,morning
CMP_20240118_004,2024-01-18,Douyin,Splash Ad,18-25 Female,31198.25,1634373,51888,3003,726444.12,19.09,0.0317,0.0579,0.6,10.39,23.28,2,late night
CMP_20240118_005,2024-01-18,Toutiao,Video Ad,55+ User,27299.97,992849,14476,702,204517.22,27.5,0.0146,0.0485,1.89,38.89,7.49,8,morning
CMP_20240118_006,2024-01-18,Toutiao,Video Ad,26-35 Female,19946.82,1480445,34928,3059,1348369.81,13.47,0.0236,0.0876,0.57,6.52,67.6,9,morning
CMP_20240118_007,2024-01-18,Douyin,In-feed Ad,55+ User,32450.33,1526489,24267,3082,1476666.18,21.26,0.0159,0.127,1.34,10.53,45.51,9,morning
CMP_20240118_008,2024-01-18,Douyin,Brand Ad,36-45 Female,47257.57,3122683,81808,9498,2735041.93,15.13,0.0262,0.1161,0.58,4.98,57.88,0,late night
CMP_20240118_009,2024-01-18,Douyin,Search Ad,26-35 Female,47132.02,1824008,61930,5121,1910767.13,25.84,0.034,0.0827,0.76,9.2,40.54,5,late night
CMP_20240118_010,2024-01-18,Toutiao,In-feed Ad,18-25 Female,3307.84,174672,5158,576,215702.77,18.94,0.0295,0.1117,0.64,5.74,65.21,14,afternoon
CMP_20240118_011,2024-01-18,Douyin,Brand Ad,18-25 Male,24727.32,708007,18939,1401,370346.8,34.93,0.0268,0.074,1.31,17.65,14.98,12,afternoon
CMP_20240118_012,2024-01-18,Xigua,In-feed Ad,36-45 Male,31201.57,1309913,20891,1662,490424.19,23.82,0.0159,0.0796,1.49,18.77,15.72,15,afternoon
CMP_20240118_013,2024-01-18,Toutiao,Brand Ad,36-45 Male,18716.55,1211779,22659,1945,761717.81,15.45,0.0187,0.0859,0.83,9.62,40.7,17,afternoon
CMP_20240118_014,2024-01-18,Toutiao,Brand Ad,26-35 Female,37510.29,1811385,36826,3181,1550051.65,20.71,0.0203,0.0864,1.02,11.79,41.32,13,afternoon
CMP_20240118_015,2024-01-18,Xigua,Splash Ad,18-25 Male,32543.76,1524213,40856,2375,573001.18,21.35,0.0268,0.0581,0.8,13.7,17.61,8,morning
CMP_20240118_016,2024-01-18,Toutiao,Brand Ad,36-45 Male,18219.56,701303,13320,1298,594437.48,25.98,0.019,0.0975,1.37,14.04,32.63,10,morning
CMP_20240118_017,2024-01-18,Douyin,Video Ad,18-25 Female,42113.45,2020056,87086,4829,870688.26,20.85,0.0431,0.0555,0.48,8.72,20.67,10,morning
CMP_20240118_018,2024-01-18,Toutiao,Video Ad,26-35 Female,6899.55,284739,6339,559,159341.44,24.23,0.0223,0.0882,1.09,12.34,23.09,15,afternoon
CMP_20240118_019,2024-01-18,Douyin,Search Ad,18-25 Male,13354.1,472136,16326,1397,331090.35,28.28,0.0346,0.0856,0.82,9.56,24.79,4,late night
CMP_20240119_001,2024-01-19,Xigua,Splash Ad,46-55 User,11901.35,498371,6375,585,267232.02,23.88,0.0128,0.0918,1.87,20.34,22.45,22,evening
CMP_20240119_002,2024-01-19,Douyin,Video Ad,36-45 Female,20949.12,834204,32459,4297,960104.2,25.11,0.0389,0.1324,0.65,4.88,45.83,18,evening
CMP_20240119_003,2024-01-19,Douyin,Brand Ad,46-55 User,13723.84,426519,7992,768,352793.74,32.18,0.0187,0.0962,1.72,17.87,25.71,21,evening
CMP_20240119_004,2024-01-19,Douyin,Search Ad,46-55 User,35314.04,1900130,35831,2401,482252.51,18.59,0.0189,0.067,0.99,14.71,13.66,7,morning
CMP_20240119_005,2024-01-19,Douyin,Splash Ad,36-45 Male,37958.05,1500397,29186,2189,411018.66,25.3,0.0195,0.075,1.3,17.34,10.83,9,morning
CMP_20240119_006,2024-01-19,Xigua,Splash Ad,18-25 Female,23673.82,1110701,26089,1573,310052.88,21.31,0.0235,0.0603,0.91,15.05,13.1,14,afternoon
CMP_20240119_007,2024-01-19,Toutiao,Brand Ad,36-45 Female,11123.5,406593,8042,729,303375.56,27.36,0.0198,0.0907,1.38,15.26,27.27,18,evening
CMP_20240119_008,2024-01-19,Xigua,Splash Ad,55+ User,25766.53,1747226,26908,1911,976791.21,14.75,0.0154,0.071,0.96,13.48,37.91,15,afternoon
CMP_20240119_009,2024-01-19,Xigua,Search Ad,55+ User,22774.77,1641394,23631,1392,576800.85,13.88,0.0144,0.0589,0.96,16.36,25.33,4,late night
CMP_20240119_010,2024-01-19,Toutiao,In-feed Ad,26-35 Male,10559.71,524708,15639,1278,562447.55,20.12,0.0298,0.0818,0.68,8.26,53.26,2,late night
CMP_20240119_011,2024-01-19,Xigua,Search Ad,36-45 Male,10878.91,464231,10594,1131,568817.75,23.43,0.0228,0.1068,1.03,9.62,52.29,21,evening
CMP_20240119_012,2024-01-19,Douyin,Brand Ad,26-35 Female,20013.28,649124,18378,1479,637052.13,30.83,0.0283,0.0805,1.09,13.53,31.83,2,late night
CMP_20240119_013,2024-01-19,Xigua,Search Ad,36-45 Female,16022.61,644601,15554,1294,358362.78,24.86,0.0241,0.0832,1.03,12.38,22.37,11,morning
CMP_20240119_014,2024-01-19,Xigua,In-feed Ad,55+ User,34010.04,2603134,42466,2371,849217.86,13.07,0.0163,0.0558,0.8,14.34,24.97,14,afternoon
CMP_20240119_015,2024-01-19,Douyin,Brand Ad,18-25 Female,19452.3,1002580,29692,2132,277701.6,19.4,0.0296,0.0718,0.66,9.12,14.28,19,evening
CMP_20240120_001,2024-01-20,Toutiao,Brand Ad,55+ User,3309.46,213752,3663,259,66471.08,15.48,0.0171,0.0708,0.9,12.78,20.09,23,evening
CMP_20240120_002,2024-01-20,Xigua,In-feed Ad,26-35 Female,27761.97,1300971,42303,4989,2185499.75,21.34,0.0325,0.1179,0.66,5.56,78.72,16,afternoon
CMP_20240120_003,2024-01-20,Xigua,Search Ad,26-35 Male,23234.69,973137,23506,1821,884226.89,23.88,0.0242,0.0775,0.99,12.76,38.06,16,afternoon
CMP_20240120_004,2024-01-20,Xigua,Brand Ad,36-45 Male,24278.11,925725,21743,2420,695547.62,26.23,0.0235,0.1113,1.12,10.03,28.65,12,afternoon
CMP_20240120_005,2024-01-20,Xigua,Brand Ad,18-25 Male,11486.52,744012,21909,2024,481106.61,15.44,0.0294,0.0924,0.52,5.68,41.88,16,afternoon
CMP_20240120_006,2024-01-20,Toutiao,Splash Ad,18-25 Female,17163.55,682466,21039,1722,402833.44,25.15,0.0308,0.0819,0.82,9.97,23.47,14,afternoon
CMP_20240120_007,2024-01-20,Xigua,Brand Ad,36-45 Female,10976.3,536486,14498,1578,539681.04,20.46,0.027,0.1089,0.76,6.96,49.17,6,morning
CMP_20240120_008,2024-01-20,Toutiao,Splash Ad,46-55 User,31741.25,1262259,20009,1845,1018166.71,25.15,0.0159,0.0922,1.59,17.2,32.08,19,evening
CMP_20240120_009,2024-01-20,Douyin,Video Ad,55+ User,6401.71,317049,7266,784,200641.66,20.19,0.0229,0.108,0.88,8.17,31.34,23,evening
CMP_20240120_010,2024-01-20,Toutiao,Splash Ad,55+ User,14952.01,567079,10547,675,418734.11,26.37,0.0186,0.064,1.42,22.15,28.01,5,late night
CMP_20240120_011,2024-01-20,Toutiao,Splash Ad,55+ User,12213.32,575360,7659,414,239628.12,21.23,0.0133,0.0541,1.59,29.5,19.62,9,morning
CMP_20240120_012,2024-01-20,Xigua,Search Ad,26-35 Male,11486.39,908330,24380,1799,357906.49,12.65,0.0268,0.0738,0.47,6.38,31.16,18,evening
CMP_20240120_013,2024-01-20,Toutiao,Brand Ad,36-45 Female,14572.79,648559,12585,860,491842.57,22.47,0.0194,0.0684,1.16,16.95,33.75,3,late night
CMP_20240120_014,2024-01-20,Xigua,Brand Ad,18-25 Female,21465.26,975967,35647,3007,889865.85,21.99,0.0365,0.0844,0.6,7.14,41.46,18,evening
CMP_20240120_015,2024-01-20,Xigua,Splash Ad,18-25 Female,8291.5,389978,12777,1251,275326.99,21.26,0.0328,0.0979,0.65,6.63,33.21,4,late night
CMP_20240120_016,2024-01-20,Xigua,Brand Ad,36-45 Male,34864.56,1258744,30375,3704,1829911.22,27.7,0.0241,0.122,1.15,9.41,52.49,10,morning
CMP_20240120_017,2024-01-20,Xigua,Search Ad,18-25 Female,15235.37,590100,15877,1597,407941.05,25.82,0.0269,0.1006,0.96,9.54,26.78,8,morning
CMP_20240120_018,2024-01-20,Toutiao,Splash Ad,36-45 Female,8779.64,395924,8947,697,369554.72,22.18,0.0226,0.078,0.98,12.6,42.09,14,afternoon
CMP_20240120_019,2024-01-20,Douyin,Search Ad,36-45 Female,12637.78,821547,24812,3141,1416430.91,15.38,0.0302,0.1266,0.51,4.02,112.08,21,evening
CMP_20240120_020,2024-01-20,Toutiao,Brand Ad,26-35 Female,21074.34,1143467,26168,2425,818811.81,18.43,0.0229,0.0927,0.81,8.69,38.85,10,morning
CMP_20240120_021,2024-01-20,Xigua,Video Ad,55+ User,6062.36,386316,11606,1502,461229.89,15.69,0.03,0.1294,0.52,4.04,76.08,10,morning
CMP_20240120_022,2024-01-20,Xigua,Search Ad,26-35 Male,31468.9,2077640,63311,5237,2512615.83,15.15,0.0305,0.0827,0.5,6.01,79.84,19,evening
CMP_20240120_023,2024-01-20,Douyin,Splash Ad,18-25 Male,33018.37,957952,32586,3118,399460.72,34.47,0.034,0.0957,1.01,10.59,12.1,6,morning
CMP_20240120_024,2024-01-20,Douyin,Video Ad,18-25 Male,35118.89,1069463,47647,3891,1063120.76,32.84,0.0446,0.0817,0.74,9.03,30.27,1,late night
CMP_20240120_025,2024-01-20,Xigua,Video Ad,18-25 Female,12325.43,905239,36391,3374,1256990.69,13.62,0.0402,0.0927,0.34,3.65,101.98,7,morning
CMP_20240121_001,2024-01-21,Xigua,Brand Ad,36-45 Female,23548.01,1517727,29327,3906,1373827.1,15.52,0.0193,0.1332,0.8,6.03,58.34,12,afternoon
CMP_20240121_002,2024-01-21,Douyin,Splash Ad,36-45 Female,45420.71,1487444,33565,5152,1341880.45,30.54,0.0226,0.1535,1.35,8.82,29.54,22,evening
CMP_20240121_003,2024-01-21,Xigua,Video Ad,36-45 Female,28917.95,2037282,73135,11986,3495464.53,14.19,0.0359,0.1639,0.4,2.41,120.88,15,afternoon
CMP_20240121_004,2024-01-21,Toutiao,In-feed Ad,18-25 Male,20004.61,1183465,51625,3752,969142.76,16.9,0.0436,0.0727,0.39,5.33,48.45,12,afternoon
CMP_20240121_005,2024-01-21,Douyin,Splash Ad,26-35 Male,49629.78,1754692,48816,3591,726269.29,28.28,0.0278,0.0736,1.02,13.82,14.63,8,morning
CMP_20240121_006,2024-01-21,Toutiao,Brand Ad,36-45 Male,21107.52,884408,18252,1614,921014.84,23.87,0.0206,0.0885,1.16,13.08,43.63,2,late night
CMP_20240121_007,2024-01-21,Toutiao,Video Ad,26-35 Male,31210.54,2226774,49496,5172,1456831.83,14.02,0.0222,0.1045,0.63,6.03,46.68,13,afternoon
CMP_20240121_008,2024-01-21,Xigua,Video Ad,26-35 Female,21132.53,1176986,53261,6281,2163269.23,17.95,0.0453,0.1179,0.4,3.36,102.37,2,late night
CMP_20240121_009,2024-01-21,Xigua,Search Ad,36-45 Female,29597.04,1786039,49997,7138,2880099.74,16.57,0.028,0.1428,0.59,4.15,97.31,13,afternoon
CMP_20240121_010,2024-01-21,Xigua,Splash Ad,26-35 Male,31713.54,1822650,55380,5485,1795927.61,17.4,0.0304,0.099,0.57,5.78,56.63,8,morning
CMP_20240121_011,2024-01-21,Xigua,Search Ad,18-25 Female,20180.54,942006,33052,2846,709290.59,21.42,0.0351,0.0861,0.61,7.09,35.15,19,evening
CMP_20240121_012,2024-01-21,Douyin,In-feed Ad,36-45 Female,16941.66,649435,15523,2424,718608.86,26.09,0.0239,0.1562,1.09,6.99,42.42,22,evening
CMP_20240121_013,2024-01-21,Toutiao,Brand Ad,18-25 Female,32075.07,1496096,34797,2813,945650.73,21.44,0.0233,0.0809,0.92,11.4,29.48,21,evening
CMP_20240121_014,2024-01-21,Toutiao,In-feed Ad,36-45 Female,39983.64,1644660,48000,8528,2523506.66,24.31,0.0292,0.1777,0.83,4.69,63.11,20,evening
CMP_20240121_015,2024-01-21,Xigua,In-feed Ad,55+ User,11028.98,485419,8487,815,213896.02,22.72,0.0175,0.096,1.3,13.53,19.39,0,late night
CMP_20240121_016,2024-01-21,Douyin,Video Ad,18-25 Male,42763.12,2347868,91854,7052,1074782.48,18.21,0.0391,0.0768,0.47,6.06,25.13,0,late night
CMP_20240121_017,2024-01-21,Douyin,In-feed Ad,18-25 Male,13511.26,403956,15027,1903,277358.21,33.45,0.0372,0.1267,0.9,7.1,20.53,6,morning
CMP_20240121_018,2024-01-21,Xigua,In-feed Ad,18-25 Male,11344.93,496750,15478,1445,300427.28,22.84,0.0312,0.0934,0.73,7.85,26.48,4,late night
CMP_20240121_019,2024-01-21,Douyin,Brand Ad,36-45 Female,8939.69,432788,11375,1183,343627.19,20.66,0.0263,0.104,0.79,7.56,38.44,7,morning
CMP_20240121_020,2024-01-21,Xigua,Video Ad,26-35 Male,22955.37,1004347,37688,6339,3272189.91,22.86,0.0375,0.1682,0.61,3.62,142.55,3,late night
CMP_20240121_021,2024-01-21,Toutiao,Splash Ad,18-25 Male,13419.79,489527,10864,789,266354.01,27.41,0.0222,0.0727,1.24,17.01,19.85,13,afternoon
CMP_20240121_022,2024-01-21,Xigua,Splash Ad,26-35 Female,14539.13,1096214,31300,2747,879202.65,13.26,0.0286,0.0878,0.46,5.29,60.47,11,morning
CMP_20240122_001,2024-01-22,Toutiao,Video Ad,36-45 Female,5286.91,392269,6413,594,207019.63,13.48,0.0164,0.0928,0.82,8.9,39.16,1,late night
CMP_20240122_002,2024-01-22,Xigua,Splash Ad,55+ User,18599.77,823340,13953,1205,525195.95,22.59,0.0169,0.0864,1.33,15.44,28.24,4,late night
CMP_20240122_003,2024-01-22,Xigua,Splash Ad,26-35 Male,5723.77,472646,10122,958,300694.36,12.11,0.0214,0.0947,0.57,5.97,52.53,17,afternoon
CMP_20240122_004,2024-01-22,Xigua,Video Ad,46-55 User,13264.57,967305,21148,2646,1406189.02,13.71,0.0219,0.1252,0.63,5.01,106.01,19,evening
CMP_20240122_005,2024-01-22,Douyin,Video Ad,36-45 Female,12800.44,517893,14504,1737,811450.88,24.72,0.028,0.1198,0.88,7.37,63.39,14,afternoon
CMP_20240122_006,2024-01-22,Toutiao,In-feed Ad,36-45 Male,24593.39,1348179,32005,2909,906249.83,18.24,0.0237,0.0909,0.77,8.45,36.85,17,afternoon
CMP_20240122_007,2024-01-22,Douyin,Video Ad,26-35 Male,30497.24,1083744,48373,4182,961578.85,28.14,0.0446,0.0865,0.63,7.29,31.53,22,evening
CMP_20240122_008,2024-01-22,Xigua,Search Ad,55+ User,7238.09,340941,5174,299,150471.9,21.23,0.0152,0.0578,1.4,24.21,20.79,8,morning
CMP_20240122_009,2024-01-22,Xigua,Splash Ad,18-25 Male,25690.86,1174648,35519,1999,703344.24,21.87,0.0302,0.0563,0.72,12.85,27.38,7,morning
CMP_20240122_010,2024-01-22,Xigua,Search Ad,36-45 Male,29380.95,1059266,18957,2278,851085.77,27.74,0.0179,0.1202,1.55,12.9,28.97,22,evening
CMP_20240122_011,2024-01-22,Xigua,Video Ad,18-25 Male,25452.35,1316941,45038,4763,960702.61,19.33,0.0342,0.1058,0.57,5.34,37.75,21,evening
CMP_20240122_012,2024-01-22,Toutiao,Search Ad,46-55 User,33365.76,1699074,22367,1333,682285.77,19.64,0.0132,0.0596,1.49,25.03,20.45,12,afternoon
CMP_20240122_013,2024-01-22,Douyin,In-feed Ad,55+ User,26695.94,839015,13045,1453,653660.13,31.82,0.0155,0.1114,2.05,18.37,24.49,12,afternoon
CMP_20240122_014,2024-01-22,Douyin,Search Ad,55+ User,46964.97,2703350,55516,4931,1517475.04,17.37,0.0205,0.0888,0.85,9.52,32.31,4,late night
CMP_20240122_015,2024-01-22,Toutiao,Video Ad,36-45 Female,8965.1,398403,8948,814,400694.75,22.5,0.0225,0.091,1.0,11.01,44.69,11,morning
CMP_20240122_016,2024-01-22,Xigua,Brand Ad,46-55 User,33092.95,1465038,18742,1283,496238.32,22.59,0.0128,0.0685,1.77,25.79,15.0,15,afternoon
CMP_20240122_017,2024-01-22,Douyin,Search Ad,18-25 Male,45466.72,1327680,38940,3224,735209.03,34.25,0.0293,0.0828,1.17,14.1,16.17,4,late night
CMP_20240122_018,2024-01-22,Xigua,Video Ad,55+ User,8861.19,351121,6423,672,195565.17,25.24,0.0183,0.1047,1.38,13.19,22.07,2,late night
CMP_20240122_019,2024-01-22,Toutiao,Brand Ad,46-55 User,38450.37,2476333,40024,3279,1919350.3,15.53,0.0162,0.0819,0.96,11.73,49.92,15,afternoon
CMP_20240122_020,2024-01-22,Xigua,Splash Ad,36-45 Female,20470.11,896278,18100,2087,1015073.37,22.84,0.0202,0.1153,1.13,9.81,49.59,4,late night
CMP_20240122_021,2024-01-22,Toutiao,Splash Ad,36-45 Male,18958.16,1049462,22026,1522,893961.39,18.06,0.021,0.0691,0.86,12.46,47.15,8,morning
CMP_20240122_022,2024-01-22,Douyin,Splash Ad,26-35 Female,14684.2,449235,13279,1579,592496.57,32.69,0.0296,0.1189,1.11,9.3,40.35,3,late night
CMP_20240123_001,2024-01-23,Douyin,Brand Ad,36-45 Male,43573.62,1387317,30472,2375,776272.62,31.41,0.022,0.0779,1.43,18.35,17.82,12,afternoon
CMP_20240123_002,2024-01-23,Xigua,Splash Ad,26-35 Male,34926.31,2319434,55224,4565,1237198.82,15.06,0.0238,0.0827,0.63,7.65,35.42,9,morning
CMP_20240123_003,2024-01-23,Xigua,Search Ad,46-55 User,17015.31,852883,15324,1339,350365.12,19.95,0.018,0.0874,1.11,12.71,20.59,14,afternoon
CMP_20240123_004,2024-01-23,Douyin,Splash Ad,36-45 Female,37590.46,1304856,28860,3687,728526.93,28.81,0.0221,0.1278,1.3,10.2,19.38,15,afternoon
CMP_20240123_005,2024-01-23,Toutiao,Splash Ad,26-35 Male,11694.79,462566,12001,791,232366.41,25.28,0.0259,0.066,0.97,14.78,19.87,1,late night
CMP_20240123_006,2024-01-23,Douyin,Splash Ad,18-25 Female,7278.01,460988,14950,1087,138944.64,15.79,0.0324,0.0728,0.49,6.7,19.09,5,late night
CMP_20240123_007,2024-01-23,Douyin,Video Ad,26-35 Male,18789.48,1188819,47387,4091,1786216.13,15.81,0.0399,0.0864,0.4,4.59,95.06,14,afternoon
CMP_20240123_008,2024-01-23,Xigua,Video Ad,26-35 Female,16725.37,1144523,37593,4573,1154008.96,14.61,0.0328,0.1217,0.44,3.66,69.0,15,afternoon
CMP_20240123_009,2024-01-23,Toutiao,Search Ad,46-55 User,35215.47,2640553,32696,2447,631521.55,13.34,0.0124,0.0748,1.08,14.39,17.93,4,late night
CMP_20240123_010,2024-01-23,Douyin,Brand Ad,46-55 User,22755.75,888937,13449,1122,497683.31,25.6,0.0151,0.0835,1.69,20.28,21.87,19,evening
CMP_20240123_011,2024-01-23,Douyin,Video Ad,18-25 Male,17067.85,768078,31078,2478,295162.59,22.22,0.0405,0.0798,0.55,6.89,17.29,12,afternoon
CMP_20240123_012,2024-01-23,Xigua,Splash Ad,36-45 Male,11642.12,421563,7828,662,210199.28,27.62,0.0186,0.0846,1.49,17.59,18.06,18,evening
CMP_20240123_013,2024-01-23,Xigua,Video Ad,46-55 User,28506.14,1999347,45601,3829,910882.11,14.26,0.0228,0.084,0.63,7.44,31.95,10,morning
CMP_20240123_014,2024-01-23,Douyin,Splash Ad,26-35 Female,17178.98,1033347,35716,2816,1347491.07,16.62,0.0346,0.0789,0.48,6.1,78.44,2,late night
CMP_20240123_015,2024-01-23,Douyin,Search Ad,36-45 Male,33705.58,971244,24195,2324,809152.54,34.7,0.0249,0.0961,1.39,14.5,24.01,23,evening
CMP_20240124_001,2024-01-24,Toutiao,Search Ad,46-55 User,28496.24,1132044,16204,1229,321366.01,25.17,0.0143,0.0759,1.76,23.19,11.28,16,afternoon
CMP_20240124_002,2024-01-24,Douyin,Brand Ad,26-35 Female,13775.4,491244,15778,1841,610197.48,28.04,0.0321,0.1167,0.87,7.48,44.3,18,evening
CMP_20240124_003,2024-01-24,Toutiao,Brand Ad,55+ User,6451.04,235257,2812,144,87838.49,27.42,0.012,0.0514,2.29,44.8,13.62,16,afternoon
CMP_20240124_004,2024-01-24,Toutiao,Video Ad,36-45 Female,18875.31,1149898,24067,1765,885589.61,16.41,0.0209,0.0733,0.78,10.69,46.92,12,afternoon
CMP_20240124_005,2024-01-24,Douyin,Splash Ad,46-55 User,7697.45,436871,7969,771,156174.27,17.62,0.0182,0.0968,0.97,9.98,20.29,1,late night
CMP_20240124_006,2024-01-24,Toutiao,In-feed Ad,18-25 Female,18220.86,1299431,37185,3880,1465905.34,14.02,0.0286,0.1044,0.49,4.7,80.45,6,morning
CMP_20240124_007,2024-01-24,Toutiao,In-feed Ad,26-35 Male,23281.37,1573665,44512,5622,2755484.43,14.79,0.0283,0.1263,0.52,4.14,118.36,11,morning
CMP_20240124_008,2024-01-24,Douyin,Video Ad,26-35 Female,30376.38,1214784,40649,3045,973626.84,25.01,0.0335,0.0749,0.75,9.98,32.05,11,morning
CMP_20240124_009,2024-01-24,Toutiao,Video Ad,36-45 Male,13854.08,678870,13186,1328,782222.35,20.41,0.0194,0.1008,1.05,10.43,56.46,3,late night
CMP_20240124_010,2024-01-24,Toutiao,Brand Ad,46-55 User,3041.15,185988,2310,164,78209.42,16.35,0.0124,0.0713,1.32,18.54,25.72,13,afternoon
CMP_20240124_011,2024-01-24,Toutiao,Video Ad,55+ User,36400.1,1433288,17075,860,497121.31,25.4,0.0119,0.0504,2.13,42.33,13.66,21,evening
CMP_20240124_012,2024-01-24,Xigua,Video Ad,18-25 Female,13866.12,527063,22482,2098,471741.69,26.31,0.0427,0.0933,0.62,6.61,34.02,20,evening
CMP_20240124_013,2024-01-24,Xigua,Brand Ad,18-25 Male,21185.06,1474104,32566,2614,938464.7,14.37,0.0221,0.0803,0.65,8.1,44.3,4,late night
CMP_20240124_014,2024-01-24,Douyin,Search Ad,36-45 Female,41551.62,1832012,46159,6447,1692029.18,22.68,0.0252,0.1397,0.9,6.45,40.72,0,late night
CMP_20240124_015,2024-01-24,Xigua,Brand Ad,46-55 User,34607.42,1811370,28250,2593,1419599.39,19.11,0.0156,0.0918,1.23,13.35,41.02,0,late night
